,coef
intercept_,1405650.8472624004
mape,32.64
facebook_S,0.8911432803599999
search_S,0.440859
print_S,0.38413337250600005
ooh_S,0.33773444381
tv_S,0.33596776640000003
R2,-14.091548338543868
