,coef
intercept_,566112.3227203365
mape,17.11
facebook_S,0.8911432803599999
search_S,0.440859
print_S,0.38413337250600005
ooh_S,0.33773444381
tv_S,0.33596776640000003
competitor_sales_B,0.145234
R2,-3.157432404630974
